track_id,name,artists,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
39udIynC2EzD1KMJqLZv17,Drink In My Cup,Electrik Red,Hip pop,0.69,0.684,2,-5.677,1,0.0566,0.00318,0.0,0.299,0.152,132.912
6btGb3iEjZ0rmiXZfQcYCB,Diye Diye,Various Artists,Hip pop,0.574,0.695,10,-4.883,0,0.035,0.646,0.0,0.116,0.512,135.918
6HM18FSTstRueubQd2qOud,Breathe - Radio Mix,Various Artists,Hip pop,0.715,0.589,11,-5.545,0,0.0471,0.157,0.0,0.314,0.669,91.908
2IGcz5WLif7DUR8k2U8wPO,She's Like The Wind,Lumidee,Hip pop,0.4,0.646,9,-8.066,0,0.259,0.0871,0.0,0.126,0.267,208.078
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,French Montana,Hip pop,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Meek Mill,Hip pop,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003
4heBcjj4Lw3X2sQVFNbLbz,Scared Money (feat. J. Cole and Moneybagg Yo),YG,Hip pop,0.898,0.58,8,-7.632,0,0.26,0.0101,0.0,0.169,0.661,84.018
5oady7OSE7dH7LHiqmb3Cr,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,Hip pop,0.737,0.597,7,-7.333,1,0.119,0.292,0.0,0.13,0.449,92.049
6C0vyXq2uzFRTTLcE4whhl,Million Dollars Worth of Game (feat. 42 Dugg),2 Chainz,Hip pop,0.81,0.68,2,-4.871,1,0.346,0.0059,0.0,0.112,0.419,97.02
2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,Gucci Mane,Hip pop,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,0.367,143.01
0zO8ctW0UiuOefR87OeJOZ,Collard Greens,ScHoolboy Q,Hip pop,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954
5W7xC99N2Zzfh69r7I7zWK,Aston Martin Music,Rick Ross,Hip pop,0.57,0.58,1,-5.547,1,0.21,0.0124,0.0,0.0498,0.404,171.812
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),Wiz Khalifa,Hip pop,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,Hip pop,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133
03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,Hip pop,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497
171PWhxgdrIOgcAiBPO3Gr,The Count (feat. Wiz Khalifa),Curren$y,Hip pop,0.385,0.757,0,-5.96,1,0.167,0.709,0.0,0.235,0.469,82.673
7zBQRGpYImAdIZc97FNj3V,"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""","Juicy J, Wiz Khalifa & Ty Dolla $ign",Hip pop,0.596,0.815,6,-5.668,0,0.0755,0.0111,0.0,0.174,0.459,165.015
2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,The Game,Hip pop,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998
5QNW6Vx14N4OfJ7D0eDg0d,Neck & Wrist (feat. JAY-Z & Pharrell),Pusha T,Hip pop,0.625,0.542,9,-4.365,1,0.266,0.0223,0.0,0.377,0.328,152.403
7tGlzXJv6GD5e5qlu5YmDg,Love Me,Lil Wayne,Hip pop,0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952
7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,Hip pop,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015
3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),Mustard,Hip pop,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008
1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),Metro Boomin,Hip pop,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004
5dANgSy7v091dhiPnEXNrf,Put On,Jeezy,Hip pop,0.654,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616
20FZrLl9zSbO9b3DhaqO6M,23,Mike WiLL Made-It,Hip pop,0.859,0.599,9,-5.254,1,0.0614,0.000362,8.2e-06,0.13,0.319,140.005
3jlbL2OTD5YmIunYzgQTAN,Live Your Life,T.I.,Hip pop,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),21 Savage,Hip pop,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007
0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,Future,Hip pop,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951
3R9j8urSPiBbapNbyuSYkE,Grinding All My Life,Nipsey Hussle,Hip pop,0.6,0.716,3,-5.554,0,0.384,0.0491,0.0,0.109,0.246,180.165
01Lr5YepbgjXAWR9iOEyH1,Love Sosa,Chief Keef,Hip pop,0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965
4knL4iPxPOZjQzTUlELGSY,Rake It Up (feat. Nicki Minaj),Yo Gotti,Hip pop,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953
5MPPttjfGap2C6j6eKcO6J,Baby (Lil Baby feat. DaBaby),Quality Control,Hip pop,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003
1ZAyjvIk9YiD76yYy0TEG6,Plug Walk,Rich The Kid,Hip pop,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981
4KDNRh9Oor80z3XIxdWlui,Bubbly (with Drake & Travis Scott),Young Thug,Hip pop,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011
2rqUblDWJKlMVwh9uJc0Vv,Yamborghini High (feat. Juicy J),A$AP Mob,Hip pop,0.838,0.765,7,-6.299,1,0.28,0.0283,1.5e-05,0.0779,0.635,137.767
1rlIrbWboTRGeKfHhgbJRZ,FLIP THE SWITCH (feat. Drake),Quavo,Hip pop,0.853,0.637,3,-5.924,0,0.331,0.129,0.0,0.267,0.496,86.048
6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,Migos,Hip pop,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914
4jTiyLlOJVJj3mCr7yfPQD,This Could Be Us,Rae Sremmurd,Hip pop,0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072
7foypmc7KZyU716Yv63BPe,Saint,Huncho Jack,Hip pop,0.866,0.648,1,-3.675,1,0.0543,0.009,0.0,0.0967,0.0798,150.058
5dv4YSgkpflUQ31vIW9qXg,We Ball,Ace Hood,Hip pop,0.752,0.525,10,-9.034,0,0.248,0.252,0.0,0.115,0.151,154.961
6rTInqW3YECMkQsBEHw4sd,Solid (feat. Drake),Young Stoner Life,Hip pop,0.887,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,125.987
3rMyMv8EjKXoPnaRo2hdJN,Stuntin' Like My Daddy - Street,Birdman,Hip pop,0.71,0.881,5,-6.648,0,0.0398,0.00908,0.0,0.162,0.809,160.011
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,Kendrick Lamar,Hip pop,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994
7umZiitjVsEjMQ6HNddpUI,Love Is Only a Feeling,Joey Bada$$,Hip pop,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377
2BqQQXuBOuhaWeUP7okEx0,Comfortable,K CAMP,Hip pop,0.765,0.412,7,-8.932,0,0.0726,0.72,0.0,0.126,0.632,109.986
4q6dqyGM25sKFU8nYAGRe4,Show Me (feat. Chris Brown),Kid Ink,Hip pop,0.711,0.508,7,-7.299,1,0.0502,0.0355,0.0,0.141,0.663,98.098
36N2bDLedBsK9VylCszIwH,Country Sh*t (Remix),Big K.R.I.T.,Hip pop,0.732,0.572,0,-6.157,1,0.0386,0.00117,0.0,0.378,0.239,128.05
3LN41NUdHkyNqQhi9gExMm,Hypnotized (feat. Akon),Plies,Hip pop,0.84,0.571,10,-7.421,1,0.0797,0.16,0.0,0.406,0.617,116.59
3KNxJvz0dM6aPb6bVJdyKi,We Set The Trends (feat. Migos & ‎Juelz Santana) - Remix,Jim Jones,Hip pop,0.801,0.794,6,-4.674,0,0.315,0.0771,0.0,0.204,0.757,119.044
5OkYfk72CNL8XLqa3gp9q7,"Something to Rap About (feat. Tyler, The Creator)",Freddie Gibbs,Hip pop,0.406,0.524,5,-11.071,1,0.255,0.469,3.95e-06,0.117,0.412,56.046
6JVroX8e45PFqUKuVkLgPs,"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",DJ Drama,Hip pop,0.456,0.76,1,-3.015,0,0.0988,0.0337,0.0,0.228,0.189,148.063
6nO3tr47nr2P7f3hXb8JIo,Champion (feat. Travis Scott),NAV,Hip pop,0.642,0.782,5,-3.395,0,0.0477,0.381,0.0,0.108,0.396,162.005
7z3rc7SCgjbAztt1cbXkVj,Today (feat. Gunna),Cordae,Hip pop,0.841,0.433,0,-7.699,0,0.175,0.0344,2.13e-06,0.121,0.332,115.868
4T0ScSPdQKmGvruK7pavNP,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,Hip pop,0.726,0.607,2,-7.68,1,0.0498,0.0389,0.0,0.19,0.891,81.997
3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,Ludacris,Hip pop,0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789
0cNJ3huiV99wvUN1tmQLTL,"Beamer, Benz, Or Bentley",Lloyd Banks,Hip pop,0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963
0aMHIW1lqrulVCx0LLlr6a,Cocoa Butter Kisses,Chance the Rapper,Hip pop,0.679,0.645,6,-7.777,0,0.222,0.0518,0.0,0.145,0.203,125.795
4xqIYGwwZTEem9U8A42SPF,Broke In A Minute,Tory Lanez,Hip pop,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009
6K2anECyrckidwf5wxS78Q,NBAYOUNGBOAT,Lil Yachty,Hip pop,0.769,0.807,11,-2.966,1,0.306,0.0515,0.0,0.111,0.364,82.422
2NyrXRn4tancYPW6JwtTl2,From The D To The A (feat. Lil Yachty),Tee Grizzley,Hip pop,0.851,0.625,10,-5.417,0,0.303,0.195,0.0,0.266,0.668,99.061
59rtiYOPgMEDf3yPEfU2la,Still Tippin' (feat. Slim Thug and Paul Wall),Mike Jones,Hip pop,0.86,0.861,6,-7.131,0,0.307,0.0361,4.07e-05,0.113,0.79,143.184
1BzXvBpIFWJgu0P8P6xmP4,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),Dreamville,Hip pop,0.708,0.83,7,-5.676,1,0.282,0.356,0.0,0.749,0.595,118.495
7zBPzAjKAqQpcv8F8GCq5s,Uber Everywhere,MadeinTYO,Hip pop,0.779,0.455,1,-15.025,1,0.28,0.0542,0.0,0.177,0.197,140.181
6MtKObWYda2qnNIpJI21uD,Pursuit Of Happiness (Nightmare),Kid Cudi,Hip pop,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277
4NTWZqvfQTlOMitlVn6tew,The Show Goes On,Lupe Fiasco,Hip pop,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067
6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,Hip pop,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
3A4cpTBPaIQdtPFb5JxtaX,Slow Jamz,Kanye West,Hip pop,0.559,0.733,2,-5.659,0,0.171,0.314,0.0,0.284,0.611,145.115
2xbI8Vmyv3TkpTdywpPyNw,Selfish,PnB Rock,Hip pop,0.638,0.6,1,-5.84,0,0.0438,0.114,0.0,0.187,0.0399,101.981
2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,Soulja Boy,Hip pop,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,Hip pop,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028
15qKrPi4Kg0z7g9HlwWyeb,The Jackie (with J. Cole & Lil Tjay),Bas,Hip pop,0.784,0.474,8,-6.139,1,0.0524,0.333,0.0,0.278,0.64,128.012
5e9aFSdnkQUrm5y8Dhw0qN,Might Not,Belly,Hip pop,0.792,0.563,1,-4.836,1,0.0787,0.318,0.0,0.13,0.321,134.022
4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),6LACK,Hip pop,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,Hip pop,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075
6Y9kdB2O0h9gq9y2vclsWT,Shorty Wanna Ride,Young Buck,Hip pop,0.582,0.621,11,-6.183,0,0.283,0.00317,0.0,0.111,0.331,179.458
2t8yVaLvJ0RenpXUIAC52d,a lot,21 Savage,Hip pop,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972
6o8K3gQTlinxmtYA9edqpP,"BIG PERSONA (feat. Tyler, The Creator)",Maxo Kream,Hip pop,0.68,0.513,2,-6.683,1,0.0871,0.0302,0.000398,0.162,0.163,146.015
00mojm5rDbk8dhvwHw4IIz,Thug,Slim Thug,Hip pop,0.784,0.712,1,-3.674,0,0.0923,0.00874,0.00169,0.121,0.313,156.075
6ioJIbTdQEpbvkTdPuwhF5,Handsome,Dave East,Hip pop,0.852,0.613,0,-8.09,1,0.348,0.00929,0.0,0.0886,0.547,133.899
3NJG6vMH1ZsectZkocMEm0,Tiimmy Turner,Desiigner,Hip pop,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803
5yJzkdwbrQCwua2dIC3K6A,White Girl,Shy Glizzy,Hip pop,0.698,0.793,1,-5.332,0,0.105,0.123,0.0,0.0805,0.454,129.948
0wXuerDYiBnERgIpbb3JBR,Redbone,Childish Gambino,Hip pop,0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15
1SyQ6t9RdRBK0QUCS6a797,Hip Hop Hooray,Naughty By Nature,Hip pop,0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.2
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,Hip pop,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023
6C3yPXYG2NJYlIYVe5J7hv,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,Method Man,Hip pop,0.722,0.745,4,-6.059,0,0.0536,0.151,6.26e-06,0.337,0.607,95.021
7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,The Notorious B.I.G.,Hip pop,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941
6psP05MMEYxyJ54qdGEnOU,Crypto (feat. Rich The Kid),Takeoff,Hip pop,0.883,0.606,1,-4.421,1,0.238,0.267,0.0,0.0952,0.495,119.954
5MYFw4T2gy52pOGBN4EYHS,Stay Fly,Three 6 Mafia,Hip pop,0.789,0.881,11,-5.758,1,0.0331,0.109,0.0,0.355,0.647,133.299
0dSIrRkA4PadGll16TgbnV,PICK IT UP (feat. A$AP Rocky),Famous Dex,Hip pop,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995
5Vvu6MkyvNVdbsD5oV49Aw,Reverse (feat. G-Eazy),VIC MENSA,Hip pop,0.836,0.703,0,-4.731,1,0.106,0.031,0.0,0.124,0.211,144.959
323Tzd2yjV4pifrVAajafb,Hood Nigga,Gorilla Zoe,Hip pop,0.875,0.732,1,-5.135,1,0.0635,0.0198,0.0,0.11,0.159,87.142
1Y5Jvi3eLi4Chwqch9GMem,Super Gremlin,Kodak Black,Hip pop,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993
6qUEOWqOzu1rLPUPQ1ECpx,Walk This Way (feat. Aerosmith),Run–D.M.C.,Hip pop,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448
0xta6Gah3inmeHbj0e3F9a,Headshots (4r Da Locals),Isaiah Rashad,Hip pop,0.894,0.615,3,-6.269,1,0.0826,0.0308,0.00921,0.309,0.661,120.0
4y4gIF4tD785sjnCFAtqRu,When I Come Around,Dom Kennedy,Hip pop,0.814,0.568,1,-7.482,1,0.308,0.0256,0.0,0.575,0.56,97.977
5gmkw2031VVIboYqPIjSWB,1 Scale (feat. G Herbo),Young Dolph,Hip pop,0.878,0.635,6,-5.811,0,0.24,0.0289,0.0,0.276,0.331,135.035
4P6BuLsqtg5uISdE77ypI9,Ayy Ladies (feat. Tyga),Travis Porter,Hip pop,0.905,0.782,10,-3.604,0,0.164,0.096,0.0,0.0623,0.798,96.055
1q8DwZtQen5fvyB7cKbShC,Walkin,Denzel Curry,Hip pop,0.557,0.654,11,-7.201,0,0.196,0.134,0.0,0.291,0.386,135.983
0DW5anNzTO7h0OlKqFsVQ6,Like A Pimp,David Banner,Hip pop,0.844,0.846,7,-5.167,1,0.176,0.00487,0.0,0.0784,0.91,144.079
4E5IFAXCob6QqZaJMTw5YN,Poppin' Them Thangs,G-Unit,Hip pop,0.769,0.818,6,-1.385,0,0.192,0.263,0.0,0.0787,0.918,88.017
3XOalgusokruzA5ZBA2Qcb,pushin P (feat. Young Thug),Gunna,Hip pop,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502
10TaZTWBzpWwDTVlsfXzMf,Shmoney (feat. Quavo & Rowdy Rebel),Bobby Shmurda,Hip pop,0.789,0.896,8,-4.018,1,0.283,0.00199,0.0,0.348,0.887,145.039
2JI71GHwq2LN8mtq3iCLYo,CoCo,O.T. Genasis,Hip pop,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906
51pshtuYkgUQnt5huMPbKL,The Spins,Mac Miller,Hip pop,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007
7g7M96UGiA7OR79H86gV4m,U and Dat (feat. T. Pain & Kandi Girl),E-40,Hip pop,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992
22WV03i2lBbwNVCE1g671p,151 Rum,JID,Hip pop,0.756,0.867,7,-3.626,1,0.162,0.155,0.00285,0.33,0.666,129.983
4ns1XFP3W5JPyzvnAjMdHD,Int'l Players Anthem (I Choose You) (feat. Outkast),UGK,Hip pop,0.675,0.68,4,-5.01,0,0.256,0.0655,0.0,0.354,0.845,155.698
4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,JAY-Z,Hip pop,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022
4TGHOWSNAwUXn5onDQr0P1,Street Talkin',Slick Rick,Hip pop,0.934,0.495,5,-7.483,0,0.346,0.0544,0.0,0.0934,0.836,101.781
24PWKmemCvqfyVXODhoKHW,Sittin' Sidewayz (feat. Big Pokey),Paul Wall,Hip pop,0.721,0.621,1,-4.378,1,0.306,0.00469,0.0103,0.199,0.568,159.967
0trHOzAhNpGCsGBEu7dOJo,N.Y. State of Mind,Nas,Hip pop,0.665,0.91,6,-4.682,0,0.223,0.0394,0.0,0.227,0.887,84.099
48ZUwXrEOhaXLCxvmRYhZv,Don't Sweat The Technique,Eric B. & Rakim,Hip pop,0.737,0.89,4,-8.443,1,0.158,0.00556,0.00171,0.0801,0.809,105.848
7nYvUtkQMx1v80S2FH2s9J,Regulate,Warren G,Hip pop,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265
67mtN6BlsJR0LVyzvNZnGt,Tonight's Da Night,Redman,Hip pop,0.697,0.687,6,-11.111,1,0.379,0.26,4.8e-05,0.403,0.866,90.247
1xZdjsAGrY4BUIbIlYy3EX,Strictly Business,EPMD,Hip pop,0.712,0.895,10,-4.212,0,0.254,0.181,1.8e-05,0.108,0.727,96.338
48zajk3g8P3BMT7F9BbDoD,He Got Game,Public Enemy,Hip pop,0.825,0.639,4,-6.607,1,0.189,0.0736,0.0224,0.0612,0.866,97.389
0nbXyq5TXYPCO7pr3N8S4I,The Box,Roddy Ricch,Hip pop,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971
6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton,N.W.A.,Hip pop,0.834,0.878,8,-9.484,1,0.15,0.0461,0.0,0.334,0.418,102.848
5fO4ybFbomoSWPB3n2d6pe,Hell Shell,Young Nudy,Hip pop,0.853,0.514,0,-5.445,0,0.246,0.000909,0.0222,0.185,0.679,129.963
2wxO3ZydJTZRi4Bbc02q7i,Smile,Scarface,Hip pop,0.7,0.402,5,-9.93,0,0.278,0.0498,1.04e-06,0.16,0.499,77.871
0HFrCOmhCYXlv4NdEwRAuj,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,Hip pop,0.422,0.641,10,-4.947,0,0.323,0.422,0.0,0.317,0.654,187.027
0r2Bul2NuCViraT2zX1l5j,Get Low,Lil Jon & The East Side Boyz,Hip pop,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019
65D95SmygxGCQGiI64eaZf,Independent (feat. Lil' Boosie and Lil' Phat),Webbie,Hip pop,0.725,0.431,1,-5.988,0,0.0707,0.00113,0.0,0.14,0.199,174.083
2cBOh97kgDenDOdtKhwU9O,6 'N the Mornin',ICE-T,Hip pop,0.823,0.745,5,-6.637,0,0.247,0.00282,0.000332,0.323,0.58,91.919
7jN5Abri3a1crehbnlWa1F,MAGIC,Vince Staples,Hip pop,0.743,0.601,4,-6.684,0,0.181,0.272,9.65e-05,0.496,0.284,89.97
2OqYarizUUGzSSNHPrDEii,Shoulder Lean (feat. T.I.),Young Dro,Hip pop,0.7,0.518,4,-7.191,0,0.177,0.0471,0.0,0.1,0.542,75.973
7hZoTr4ffMGqm9opMiGmBp,ONCE UPON A TIME (FREESTYLE),IDK,Hip pop,0.653,0.91,6,-3.797,1,0.319,0.114,0.0,0.111,0.818,91.102
6sCtddSFg3foJn4K2pIhfQ,Hail Mary,Makaveli,Hip pop,0.696,0.636,10,-6.915,0,0.335,0.158,1.28e-05,0.338,0.358,81.593
6Hr77eZSmaVGgH0vVulMUH,Bounce,Flatbush Zombies,Hip pop,0.628,0.618,5,-8.4,0,0.313,0.0113,0.0,0.109,0.362,110.007
63BokRfXSQhEU6Qi2dSJpZ,Mind Playing Tricks on Me,Geto Boys,Hip pop,0.886,0.512,10,-11.825,0,0.237,0.207,0.0,0.0991,0.454,93.997
0YrKSfpvflYnLSBd4Jtu6J,Time Today,Moneybagg Yo,Hip pop,0.912,0.608,1,-7.686,1,0.397,0.0458,0.0,0.248,0.327,136.994
3J8Q6aBhjpvao8BsBQ6H9Y,Everyday We Lit (feat. PnB Rock),YFN Lucci,Hip pop,0.758,0.646,7,-4.701,1,0.113,0.128,0.0,0.0776,0.589,155.949
2y5ucV8jmlPKE2xLiLKdf4,AIN'T MY FAULT (feat. 42 Dugg),Doe Boy,Hip pop,0.653,0.785,7,-4.802,1,0.244,0.11,0.0,0.381,0.747,155.921
6V7g6qM8wheMivMWrzbPTM,Leave Me Alone,Flipp Dinero,Hip pop,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024
0WSEq9Ko4kFPt8yo3ICd6T,Praise God,Kanye West,Hip pop,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029
50UkypyQJbSQLaXHke5Yep,There It Go (The Whistle Song),Juelz Santana,Hip pop,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007
4O9ICXbrUTAVR5kkx6xANJ,X Gon' Give It To Ya,DMX,Hip pop,0.761,0.899,10,-3.09,0,0.183,0.0137,0.0,0.0719,0.673,95.021
6YYd5MLpu45J0uLrMdivF7,Got Your Money (feat. Kelis),Ol' Dirty Bastard,Hip pop,0.934,0.459,1,-7.654,1,0.189,0.0516,0.0,0.222,0.697,103.04
6plT7nFGiXKSBP9HFSI4ef,Chum,Earl Sweatshirt,Hip pop,0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582
4k5xJOxoJbMW5sdkZGOezj,Chickenhead (feat. La Chat & Three 6 Mafia),Project Pat,Hip pop,0.862,0.746,7,-5.729,1,0.259,0.0105,0.0,0.142,0.882,156.12
3Y6XWs8xMlCngyIxNOFnsp,Sound of da Police,KRS-One,Hip pop,0.794,0.95,1,-8.78,1,0.294,0.124,7.71e-05,0.133,0.324,94.984
3wdnX9UwfyXkNq0FJVhQQD,Snake,Lil Keed,Hip pop,0.943,0.443,7,-10.098,0,0.138,0.188,0.00225,0.282,0.621,109.908
2pOUHNwZJrFffS42SxPwt0,Broadway Girls (feat. Morgan Wallen),Lil Durk,Hip pop,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967
0uxSUdBrJy9Un0EYoBowng,20 Min,Lil Uzi Vert,Hip pop,0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426
0YEC3pNS0uIKvZb5u4lgsu,The Humpty Dance,Digital Underground,Hip pop,0.813,0.693,10,-8.0,0,0.266,0.0343,0.0,0.121,0.618,103.508
33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II",Mobb Deep,Hip pop,0.763,0.786,10,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857
3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),Baby Keem,Hip pop,0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093
03jnWnj2qOrYofsyCTuHC6,One Way Flight (feat. Freddie Gibbs),Benny The Butcher,Hip pop,0.486,0.951,2,-1.649,1,0.24,0.231,8.4e-06,0.36,0.744,164.048
5gZYpjakt37G3c58FKcQwJ,Miss The Rage (feat. Playboi Carti),Trippie Redd,Hip pop,0.581,0.877,8,-4.938,1,0.114,0.0151,0.0,0.826,0.353,77.006
7oJrVhiTPZGBXWPwhxjy9S,Lust,Lil Skies,Hip pop,0.718,0.767,9,-5.641,1,0.166,0.138,0.0,0.114,0.519,160.084
1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,Cypress Hill,Hip pop,0.897,0.611,11,-10.489,1,0.211,0.0291,0.186,0.0894,0.769,102.304
563vSy3HB5NHxel1VGQCW6,Still Fly,Big Tymers,Hip pop,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97e-06,0.339,0.56,177.928
6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,BROCKHAMPTON,Hip pop,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973
